codimuni,codicomarca,provincia,comarca,partitjudicial,municipi,poblacio,homes,dones,greus,moltgreus,siadmuni,siadsnombre,siadstitularitat,tasadenuncia,estimaciodenuncies,tasaateses,estimacioateses,tasaatesesvm
171208,2,Girona,Alt Empordà,Figueres,Palau-saverdera,1439,718,602,37,14,No,1,el Consell Comarcal,13,5,4.62,2,66.1
171117,2,Girona,Alt Empordà,Figueres,Navata,1313,647,558,34,13,No,1,el Consell Comarcal,13,4,4.62,2,66.1
170932,2,Girona,Alt Empordà,Figueres,Llers,1239,617,534,33,12,No,1,el Consell Comarcal,13,4,4.62,2,66.1
172266,2,Girona,Alt Empordà,Figueres,Vilamalla,1157,581,476,29,11,No,1,el Consell Comarcal,13,4,4.62,1,66.1
172235,2,Girona,Alt Empordà,Figueres,Vilajuïga,1112,552,473,29,11,No,1,el Consell Comarcal,13,4,4.62,1,66.1
171387,2,Girona,Alt Empordà,Figueres,Portbou,1077,525,499,30,11,No,1,el Consell Comarcal,13,4,4.62,1,66.1
170160,2,Girona,Alt Empordà,Figueres,Bàscara,1000,521,414,25,10,No,1,el Consell Comarcal,13,3,4.62,1,66.1
171404,2,Girona,Alt Empordà,Figueres,el Port de la Selva,980,502,423,26,10,No,1,el Consell Comarcal,13,3,4.62,1,66.1
172142,2,Girona,Alt Empordà,Figueres,Vilabertran,951,486,386,24,9,No,1,el Consell Comarcal,13,3,4.62,1,66.1
170307,2,Girona,Alt Empordà,Figueres,Cabanes,944,502,372,23,9,No,1,el Consell Comarcal,13,3,4.62,1,66.1
170118,2,Girona,Alt Empordà,Figueres,l'Armentera,937,468,386,24,9,No,1,el Consell Comarcal,13,3,4.62,1,66.1
172109,2,Girona,Alt Empordà,Figueres,Ventalló,854,432,352,21,8,No,1,el Consell Comarcal,13,3,4.62,1,66.1
171870,2,Girona,Alt Empordà,Figueres,"Saus, Camallera i Llampaies",848,419,363,22,8,No,1,el Consell Comarcal,13,3,4.62,1,66.1
170010,2,Girona,Alt Empordà,Figueres,Agullana,841,418,349,21,8,No,1,el Consell Comarcal,13,3,4.62,1,66.1
170773,2,Girona,Alt Empordà,Figueres,Garriguella,840,416,361,22,8,No,1,el Consell Comarcal,13,3,4.62,1,66.1
170887,2,Girona,Alt Empordà,Figueres,Lladó,787,386,316,19,7,No,1,el Consell Comarcal,13,3,4.62,1,66.1
171753,2,Girona,Alt Empordà,Figueres,Sant Miquel de Fluvià,746,395,296,18,7,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170741,2,Girona,Alt Empordà,Figueres,Fortià,732,362,310,19,7,No,1,el Consell Comarcal,13,2,4.62,1,66.1
171984,2,Girona,Alt Empordà,Figueres,Torroella de Fluvià,723,365,296,18,7,No,1,el Consell Comarcal,13,2,4.62,1,66.1
172305,2,Girona,Alt Empordà,Figueres,Vila-sacra,709,348,282,17,6,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170268,2,Girona,Alt Empordà,Figueres,Borrassà,702,369,274,17,6,No,1,el Consell Comarcal,13,2,4.62,1,66.1
171024,2,Girona,Alt Empordà,Figueres,Maçanet de Cabrenys,681,336,312,19,7,No,1,el Consell Comarcal,13,2,4.62,1,66.1
171582,2,Girona,Alt Empordà,Figueres,Sant Climent Sescebes,635,368,223,14,5,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170427,2,Girona,Alt Empordà,Figueres,Capmany,613,308,254,15,6,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170059,2,Girona,Alt Empordà,Figueres,el Far d'Empordà,576,287,238,15,5,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170600,2,Girona,Alt Empordà,Figueres,Darnius,557,276,244,15,6,No,1,el Consell Comarcal,13,2,4.62,1,66.1
171289,2,Girona,Alt Empordà,Figueres,Pau,547,278,233,14,5,No,1,el Consell Comarcal,13,2,4.62,1,66.1
171352,2,Girona,Alt Empordà,Figueres,Pont de Molins,530,265,222,14,5,No,1,el Consell Comarcal,13,2,4.62,1,66.1
172174,2,Girona,Alt Empordà,Figueres,Viladamat,466,246,190,12,4,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170545,2,Girona,Alt Empordà,Figueres,Colera,465,235,209,13,5,No,1,el Consell Comarcal,13,2,4.62,1,66.1
170754,2,Girona,Alt Empordà,Figueres,Garrigàs,439,226,181,11,4,No,1,el Consell Comarcal,13,1,4.62,1,66.1
170643,2,Girona,Alt Empordà,Figueres,Espolla,425,210,193,12,4,No,1,el Consell Comarcal,13,2,4.62,1,66.1
172288,2,Girona,Alt Empordà,Figueres,Vilanant,399,198,162,10,4,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171156,2,Girona,Alt Empordà,Figueres,Ordis,382,202,153,9,4,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171827,2,Girona,Alt Empordà,Figueres,Santa Llogaia d'Àlguema,363,191,138,8,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171962,2,Girona,Alt Empordà,Figueres,Terrades,314,149,138,8,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
170412,2,Girona,Alt Empordà,Figueres,Cantallops,313,155,133,8,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
172253,2,Girona,Alt Empordà,Figueres,Vilamacolum,312,167,118,7,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
170519,2,Girona,Alt Empordà,Figueres,Cistella,300,148,126,8,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
170314,2,Girona,Alt Empordà,Figueres,Cabanelles,273,153,105,6,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171002,2,Girona,Alt Empordà,Figueres,Masarac,272,140,115,7,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
170293,2,Girona,Alt Empordà,Figueres,Boadella i les Escaules,269,139,110,7,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171518,2,Girona,Alt Empordà,Figueres,Riumors,263,132,114,7,3,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171714,2,Girona,Alt Empordà,Figueres,Sant Llorenç de la Muga,251,131,105,6,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171365,2,Girona,Alt Empordà,Figueres,Pontós,247,135,97,6,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
172348,2,Girona,Alt Empordà,Figueres,Biure,238,120,105,6,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
172272,2,Girona,Alt Empordà,Figueres,Vilamaniscle,208,116,77,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171292,2,Girona,Alt Empordà,Figueres,Pedret i Marzà,195,101,80,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171061,2,Girona,Alt Empordà,Figueres,Mollet de Peralada,190,98,78,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171886,2,Girona,Alt Empordà,Figueres,la Selva de Mar,187,106,78,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171432,2,Girona,Alt Empordà,Figueres,Rabós,179,90,81,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
171766,2,Girona,Alt Empordà,Figueres,Sant Mori,177,93,72,4,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
170524,2,Girona,Alt Empordà,Figueres,Siurana,162,77,74,5,2,No,1,el Consell Comarcal,13,1,4.62,0,66.1
172229,2,Girona,Alt Empordà,Figueres,Vilaür,147,77,57,3,1,No,1,el Consell Comarcal,13,0,4.62,0,66.1
170031,2,Girona,Alt Empordà,Figueres,Albanyà,139,72,50,3,1,No,1,el Consell Comarcal,13,0,4.62,0,66.1
171194,2,Girona,Alt Empordà,Figueres,Palau de Santa Eulàlia,95,56,36,2,1,No,1,el Consell Comarcal,13,0,4.62,0,66.1
170144,2,Girona,Alt Empordà,Figueres,la Vajol,85,46,36,2,1,No,1,el Consell Comarcal,13,0,4.62,0,66.1
81136,7,Barcelona,Bages,Manresa,Manresa,76250,37311,33116,2020,762,Manresa,2,l'Ajuntament i el Consell Comarcal,12.99,262,7.08,143,71.6
82188,7,Barcelona,Bages,Manresa,Sant Joan de Vilatorrada,10820,5422,4540,277,104,No,1,el Consell Comarcal,12.99,36,7.08,20,71.6
82628,7,Barcelona,Bages,Manresa,Sant Vicenç de Castellet,9274,4620,3967,242,91,No,1,el Consell Comarcal,12.99,31,7.08,17,71.6
82135,7,Barcelona,Bages,Manresa,Sant Fruitós de Bages,8593,4256,3598,219,83,No,1,el Consell Comarcal,12.99,29,7.08,16,71.6
81923,7,Barcelona,Bages,Manresa,Santpedor,7532,3739,3143,192,72,No,1,el Consell Comarcal,12.99,25,7.08,14,71.6
81918,7,Barcelona,Bages,Manresa,Sallent,6636,3194,2979,182,69,No,1,el Consell Comarcal,12.99,24,7.08,13,71.6
81419,7,Barcelona,Bages,Manresa,Navàs,6023,2988,2567,157,59,No,1,el Consell Comarcal,12.99,20,7.08,11,71.6
81402,7,Barcelona,Bages,Manresa,Navarcles,5966,2917,2609,159,60,No,1,el Consell Comarcal,12.99,21,7.08,11,71.6
82747,7,Barcelona,Bages,Manresa,Súria,5895,2874,2636,161,61,No,1,el Consell Comarcal,12.99,21,7.08,11,71.6
80109,7,Barcelona,Bages,Manresa,Artés,5648,2851,2357,144,54,No,1,el Consell Comarcal,12.99,19,7.08,10,71.6
80478,7,Barcelona,Bages,Manresa,Cardona,4652,2271,2080,127,48,No,1,el Consell Comarcal,12.99,16,7.08,9,71.6
81825,7,Barcelona,Bages,Manresa,el Pont de Vilomara i Rocafort,3801,1959,1533,94,35,No,1,el Consell Comarcal,12.99,12,7.08,7,71.6
80538,7,Barcelona,Bages,Manresa,Castellbell i el Vilar,3599,1841,1464,89,34,No,1,el Consell Comarcal,12.99,12,7.08,6,71.6
80180,7,Barcelona,Bages,Manresa,Balsareny,3205,1586,1413,86,32,No,1,el Consell Comarcal,12.99,11,7.08,6,71.6
80983,7,Barcelona,Bages,Manresa,Sant Salvador de Guardiola,3168,1624,1279,78,29,No,1,el Consell Comarcal,12.99,10,7.08,6,71.6
81271,7,Barcelona,Bages,Manresa,Monistrol de Montserrat,2955,1501,1240,76,29,No,1,el Consell Comarcal,12.99,10,7.08,5,71.6
80121,7,Barcelona,Bages,Manresa,Avinyó,2250,1120,974,59,22,No,1,el Consell Comarcal,12.99,8,7.08,4,71.6
80386,7,Barcelona,Bages,Manresa,Callús,2095,1025,875,53,20,No,1,el Consell Comarcal,12.99,7,7.08,4,71.6
80615,7,Barcelona,Bages,Manresa,Castellgalí,2053,1065,824,50,19,No,1,el Consell Comarcal,12.99,7,7.08,4,71.6
80847,7,Barcelona,Bages,Manresa,Fonollosa,1439,743,597,36,14,No,1,el Consell Comarcal,12.99,5,7.08,3,71.6
80620,7,Barcelona,Bages,Manresa,Castellnou de Bages,1319,666,512,31,12,No,1,el Consell Comarcal,12.99,4,7.08,2,71.6
82299,7,Barcelona,Bages,Manresa,Sant Mateu de Bages,600,300,272,17,6,No,1,el Consell Comarcal,12.99,2,7.08,1,71.6
82129,7,Barcelona,Bages,Manresa,Sant Feliu Sasserra,600,316,252,15,6,No,1,el Consell Comarcal,12.99,2,7.08,1,71.6
81786,7,Barcelona,Bages,Manresa,Rajadell,539,274,224,14,5,No,1,el Consell Comarcal,12.99,2,7.08,1,71.6
80594,7,Barcelona,Bages,Manresa,Castellfollit del Boix,446,228,184,11,4,No,1,el Consell Comarcal,12.99,1,7.08,1,71.6
80023,7,Barcelona,Bages,Manresa,Aguilar de Segarra,277,148,107,7,2,No,1,el Consell Comarcal,12.99,1,7.08,0,71.6
82423,7,Barcelona,Bages,Manresa,Marganell,258,127,122,7,3,No,1,el Consell Comarcal,12.99,1,7.08,1,71.6
81398,7,Barcelona,Bages,Manresa,Mura,223,121,87,5,2,No,1,el Consell Comarcal,12.99,1,7.08,0,71.6
82779,7,Barcelona,Bages,Manresa,Talamanca,202,115,74,5,2,No,1,el Consell Comarcal,12.99,1,7.08,0,71.6
80902,7,Barcelona,Bages,Manresa,Gaià,167,93,60,4,1,No,1,el Consell Comarcal,12.99,0,7.08,0,71.6
81385,42,Barcelona,Moianès,Manresa,Moià,6190,3147,2529,154,58,No,0,,12.99,20,0.3,0,2.2
82589,42,Barcelona,Moianès,Manresa,Santa Maria d'Oló,1024,516,439,27,10,No,0,,12.99,3,0.3,0,2.2
80348,42,Barcelona,Moianès,Manresa,Calders,946,488,388,24,9,No,0,,12.99,3,0.3,0,2.2
81287,42,Barcelona,Moianès,Manresa,Monistrol de Calders,677,357,292,18,7,No,0,,12.99,2,0.3,0,2.2
80790,42,Barcelona,Moianès,Manresa,l'Estany,393,193,180,11,4,No,0,,12.99,1,0.3,0,2.2
83054,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Vilafranca del Penedès,40055,19552,17125,1045,394,Vilafranca del Penedès,2,l'Ajuntament i el Consell Comarcal,12.35,129,10.74,112,75.6
82401,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Sadurní d'Anoia,12866,6322,5460,333,126,Sant Sadurní d'Anoia,1,l'Ajuntament,12.35,41,10.74,36,75.6
82515,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Santa Margarida i els Monjos,7503,3802,2956,180,68,No,1,el Consell Comarcal,12.35,22,10.74,19,75.6
80919,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Gelida,7371,3700,3031,185,70,No,1,el Consell Comarcal,12.35,23,10.74,20,75.6
81458,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Olèrdola,3611,1855,1447,88,33,No,1,el Consell Comarcal,12.35,11,10.74,9,75.6
82270,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Martí Sarroca,3231,1591,1357,83,31,No,1,el Consell Comarcal,12.35,10,10.74,9,75.6
82732,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Subirats,3025,1556,1249,76,29,No,1,el Consell Comarcal,12.35,9,10.74,8,75.6
82227,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Llorenç d'Hortons,2598,1323,1049,64,24,No,1,el Consell Comarcal,12.35,8,10.74,7,75.6
82325,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Pere de Riudebitlles,2338,1161,976,60,22,No,1,el Consell Comarcal,12.35,7,10.74,6,75.6
81228,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Mediona,2331,1170,964,59,22,No,1,el Consell Comarcal,12.35,7,10.74,6,75.6
82883,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Torrelles de Foix,2281,1219,905,55,21,No,1,el Consell Comarcal,12.35,7,10.74,6,75.6
82362,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Quintí de Mediona,2179,1119,895,55,21,No,1,el Consell Comarcal,12.35,7,10.74,6,75.6
80945,3,Barcelona,Alt Penedès,Vilafranca del Penedès,la Granada,2130,1077,874,53,20,No,1,el Consell Comarcal,12.35,7,10.74,6,75.6
81461,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Olesa de Bonesvalls,1787,941,702,43,16,No,1,el Consell Comarcal,12.35,5,10.74,5,75.6
80137,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Avinyonet del Penedès,1669,887,661,40,15,No,1,el Consell Comarcal,12.35,5,10.74,4,75.6
80654,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Castellví de la Marca,1534,772,652,40,15,No,1,el Consell Comarcal,12.35,5,10.74,4,75.6
82877,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Torrelavit,1430,736,572,35,13,No,1,el Consell Comarcal,12.35,4,10.74,4,75.6
80850,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Font-rubí,1354,702,550,34,13,No,1,el Consell Comarcal,12.35,4,10.74,4,75.6
81640,3,Barcelona,Alt Penedès,Vilafranca del Penedès,el Pla del Penedès,1259,634,507,31,12,No,1,el Consell Comarcal,12.35,4,10.74,3,75.6
83041,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Vilobí del Penedès,1106,582,437,27,10,No,1,el Consell Comarcal,12.35,3,10.74,3,75.6
82068,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Sant Cugat Sesgarrigues,989,474,415,25,10,No,1,el Consell Comarcal,12.35,3,10.74,3,75.6
80272,3,Barcelona,Alt Penedès,Vilafranca del Penedès,les Cabanyes,965,492,382,23,9,No,1,el Consell Comarcal,12.35,3,10.74,3,75.6
81542,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Pacs del Penedès,908,455,375,23,9,No,1,el Consell Comarcal,12.35,3,10.74,2,75.6
81748,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Puigdàlber,518,257,205,13,5,No,1,el Consell Comarcal,12.35,2,10.74,1,75.6
81688,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Pontons,458,258,183,11,4,No,1,el Consell Comarcal,12.35,1,10.74,1,75.6
82495,3,Barcelona,Alt Penedès,Vilafranca del Penedès,Santa Fe del Penedès,379,191,156,10,4,No,1,el Consell Comarcal,12.35,1,10.74,1,75.6
252038,4,Lleida,Alt Urgell,la Seu d'Urgell,la Seu d'Urgell,12041,5834,5328,325,123,la Seu d'Urgell,1,el Consell Comarcal,12.25,40,4.86,16,18.1
251403,4,Lleida,Alt Urgell,la Seu d'Urgell,Montferrer i Castellbò,1074,578,407,25,9,No,1,el Consell Comarcal,12.25,3,4.86,1,18.1
251850,4,Lleida,Alt Urgell,la Seu d'Urgell,Ribera d'Urgellet,923,478,380,23,9,No,1,el Consell Comarcal,12.25,3,4.86,1,18.1
252398,4,Lleida,Alt Urgell,la Seu d'Urgell,les Valls de Valira,803,418,334,20,8,No,1,el Consell Comarcal,12.25,2,4.86,1,18.1
251556,4,Lleida,Alt Urgell,la Seu d'Urgell,Organyà,792,396,353,22,8,No,1,el Consell Comarcal,12.25,3,4.86,1,18.1
250772,4,Lleida,Alt Urgell,la Seu d'Urgell,Coll de Nargó,549,284,234,14,5,No,1,el Consell Comarcal,12.25,2,4.86,1,18.1
250058,4,Lleida,Alt Urgell,la Seu d'Urgell,Alàs i Cerc,342,174,145,9,3,No,1,el Consell Comarcal,12.25,1,4.86,0,18.1
259062,4,Lleida,Alt Urgell,la Seu d'Urgell,les Valls d'Aguilar,272,151,113,7,3,No,1,el Consell Comarcal,12.25,1,4.86,0,18.1
259084,4,Lleida,Alt Urgell,la Seu d'Urgell,Fígols i Alinyà,253,141,100,6,2,No,1,el Consell Comarcal,12.25,1,4.86,0,18.1
250306,4,Lleida,Alt Urgell,la Seu d'Urgell,el Pont de Bar,171,97,66,4,2,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
259097,4,Lleida,Alt Urgell,la Seu d'Urgell,la Vansa i Fórnols,168,87,78,5,2,No,1,el Consell Comarcal,12.25,1,4.86,0,18.1
250886,4,Lleida,Alt Urgell,la Seu d'Urgell,Estamariu,119,69,41,3,1,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
259101,4,Lleida,Alt Urgell,la Seu d'Urgell,Josa i Tuixén,118,66,48,3,1,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
250616,4,Lleida,Alt Urgell,la Seu d'Urgell,Cabó,97,52,39,2,1,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
250328,4,Lleida,Alt Urgell,la Seu d'Urgell,Arsèguel,85,48,33,2,1,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
250714,4,Lleida,Alt Urgell,la Seu d'Urgell,Cava,46,28,17,1,0,No,1,el Consell Comarcal,12.25,0,4.86,0,18.1
250518,15,Lleida,Cerdanya,la Seu d'Urgell,Bellver de Cerdanya,1979,1021,827,50,19,No,1,el Consell Comarcal,12.25,6,1.97,1,19.6
251399,15,Lleida,Cerdanya,la Seu d'Urgell,Montellà i Martinet,554,307,226,14,5,No,1,el Consell Comarcal,12.25,2,1.97,0,19.6
251272,15,Lleida,Cerdanya,la Seu d'Urgell,Lles de Cerdanya,255,146,94,6,2,No,1,el Consell Comarcal,12.25,1,1.97,0,19.6
251752,15,Lleida,Cerdanya,la Seu d'Urgell,Prats i Sansor,231,121,98,6,2,No,1,el Consell Comarcal,12.25,1,1.97,0,19.6
251790,15,Lleida,Cerdanya,la Seu d'Urgell,Prullans,224,109,100,6,2,No,1,el Consell Comarcal,12.25,1,1.97,0,19.6
259139,15,Lleida,Cerdanya,la Seu d'Urgell,Riu de Cerdanya,94,55,36,2,1,No,1,el Consell Comarcal,12.25,0,1.97,0,19.6
250729,32,Lleida,Segarra,Cervera,Cervera,9066,4594,3690,225,85,Cervera,1,el Consell Comarcal,11.91,27,3.58,8,44.4
251109,32,Lleida,Segarra,Cervera,Guissona,7034,3746,2653,162,61,No,1,el Consell Comarcal,11.91,19,3.58,6,44.4
251924,32,Lleida,Segarra,Cervera,Sant Guim de Freixenet,1040,546,417,25,10,No,1,el Consell Comarcal,11.91,3,3.58,1,44.4
259078,32,Lleida,Segarra,Cervera,Torrefeta i Florejacs,590,316,247,15,6,No,1,el Consell Comarcal,11.91,2,3.58,1,44.4
259118,32,Lleida,Segarra,Cervera,els Plans de Sió,507,269,211,13,5,No,1,el Consell Comarcal,11.91,2,3.58,0,44.4
251945,32,Lleida,Segarra,Cervera,Sant Ramon,495,262,202,12,5,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
259059,32,Lleida,Segarra,Cervera,Ribera d'Ondara,422,215,184,11,4,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
252167,32,Lleida,Segarra,Cervera,Talavera,247,142,95,6,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
251327,32,Lleida,Segarra,Cervera,Massoteres,232,122,87,5,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
251410,32,Lleida,Segarra,Cervera,Montoliu de Segarra,190,105,80,5,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
252192,32,Lleida,Segarra,Cervera,Tarroja de Segarra,183,100,71,4,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
251977,32,Lleida,Segarra,Cervera,Sant Guim de la Plana,177,101,70,4,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
251522,32,Lleida,Segarra,Cervera,les Oluges,172,90,76,5,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
250851,32,Lleida,Segarra,Cervera,Estaràs,160,85,69,4,2,No,1,el Consell Comarcal,11.91,1,3.58,0,44.4
251044,32,Lleida,Segarra,Cervera,Granyena de Segarra,147,76,60,4,1,No,1,el Consell Comarcal,11.91,0,3.58,0,44.4
251039,32,Lleida,Segarra,Cervera,Granyanella,140,79,58,4,1,No,1,el Consell Comarcal,11.91,0,3.58,0,44.4
251142,32,Lleida,Segarra,Cervera,Ivorra,104,57,45,3,1,No,1,el Consell Comarcal,11.91,0,3.58,0,44.4
251431,32,Lleida,Segarra,Cervera,Montornès de Segarra,98,46,44,3,1,No,1,el Consell Comarcal,11.91,0,3.58,0,44.4
252483,27,Lleida,Pla d'Urgell,Cervera,Vilanova de Bellpuig,1170,582,502,31,12,No,1,el Consell Comarcal,11.91,4,2.17,1,20.4
252521,27,Lleida,Pla d'Urgell,Cervera,Vila-sana,717,358,310,19,7,No,1,el Consell Comarcal,11.91,2,2.17,0,20.4
250680,27,Lleida,Pla d'Urgell,Cervera,Castellnou de Seana,687,361,279,17,6,No,1,el Consell Comarcal,11.91,2,2.17,0,20.4
252173,38,Lleida,Urgell,Cervera,Tàrrega,16795,8323,7036,429,162,Tàrrega,1,el Consell Comarcal,11.91,51,1.52,7,20.6
250501,38,Lleida,Urgell,Cervera,Bellpuig,5060,2635,2017,123,46,No,1,el Consell Comarcal,11.91,15,1.52,2,20.6
250273,38,Lleida,Urgell,Cervera,Anglesola,1328,670,543,33,12,No,1,el Consell Comarcal,11.91,4,1.52,1,20.6
252424,38,Lleida,Urgell,Cervera,Verdú,905,434,417,25,10,No,1,el Consell Comarcal,11.91,3,1.52,0,20.6
259025,38,Lleida,Urgell,Cervera,Sant Martí de Riucorb,648,337,272,17,6,No,1,el Consell Comarcal,11.91,2,1.52,0,20.6
250463,38,Lleida,Urgell,Cervera,Belianes,525,265,232,14,5,No,1,el Consell Comarcal,11.91,2,1.52,0,20.6
252445,38,Lleida,Urgell,Cervera,Vilagrassa,510,261,208,13,5,No,1,el Consell Comarcal,11.91,2,1.52,0,20.6
251765,38,Lleida,Urgell,Cervera,Preixana,385,198,160,10,4,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
251095,38,Lleida,Urgell,Cervera,Guimerà,270,146,108,7,2,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
252385,38,Lleida,Urgell,Cervera,Vallbona de les Monges,234,123,100,6,2,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
251305,38,Lleida,Urgell,Cervera,Maldà,225,115,104,6,2,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
250740,38,Lleida,Urgell,Cervera,Ciutadilla,206,109,88,5,2,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
251575,38,Lleida,Urgell,Cervera,Ossó de Sió,205,104,88,5,2,No,1,el Consell Comarcal,11.91,1,1.52,0,20.6
251543,38,Lleida,Urgell,Cervera,els Omells de na Gaia,134,73,57,3,1,No,1,el Consell Comarcal,11.91,0,1.52,0,20.6
251459,38,Lleida,Urgell,Cervera,Nalec,93,52,38,2,1,No,1,el Consell Comarcal,11.91,0,1.52,0,20.6
80193,13,Barcelona,Barcelonès,Barcelona,Barcelona,1620343,765962,754903,46049,17363,Barcelona,11,l'Ajuntament (10) i la Generalitat (1),11.04,5083,2.36,1088,28.2
81265,21,Barcelona,Maresme,Badalona,Montgat,11819,5832,4998,305,115,No,1,el Consell Comarcal,10.83,33,2.36,7,32.6
80155,13,Barcelona,Barcelonès,Badalona,Badalona,217741,107092,94154,5743,2166,Badalona,1,l'Ajuntament,10.83,622,2.36,136,28.2
81944,13,Barcelona,Barcelonès,Badalona,Sant Adrià de Besòs,36669,18028,15707,958,361,Sant Adrià de Besòs,1,l'Ajuntament,10.83,104,2.36,23,28.2
171175,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Palafrugell,22860,11322,9633,588,222,Palafrugell,1,l'Ajuntament,10.76,63,4.15,24,36.6
171181,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Palamós,17898,8742,7912,483,182,No,1,el Consell Comarcal,10.76,52,4.15,20,36.6
171997,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Torroella de Montgrí,11537,5842,4806,293,111,No,1,el Consell Comarcal,10.76,32,4.15,12,36.6
170221,10,Girona,Baix Empordà,la Bisbal de l'Empordà,la Bisbal d'Empordà,10859,5407,4493,274,103,la Bisbal d'Empordà,1,el Consell Comarcal,10.76,29,4.15,11,36.6
170139,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Begur,3934,1972,1724,105,40,No,1,el Consell Comarcal,10.76,11,4.15,4,36.6
171241,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Pals,2461,1246,1042,64,24,No,1,el Consell Comarcal,10.76,7,4.15,3,36.6
179026,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Forallac,1713,843,741,45,17,No,1,el Consell Comarcal,10.76,5,4.15,2,36.6
171100,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Mont-ras,1691,858,728,44,17,No,1,el Consell Comarcal,10.76,5,4.15,2,36.6
179011,10,Girona,Baix Empordà,la Bisbal de l'Empordà,"Cruïlles, Monells i Sant Sadurní de l'Heura",1274,639,540,33,12,No,1,el Consell Comarcal,10.76,4,4.15,1,36.6
170577,10,Girona,Baix Empordà,la Bisbal de l'Empordà,Corçà,1253,642,527,32,12,No,1,el Consell Comarcal,10.76,3,4.15,1,36.6
